learner_seed,mechanism,source_seed,source_index,step,controller_latency_ms,intervened,rejected,infeasible,action_correction,reward,normalized_state_margin,physical_violation,actuator_saturated,action_interface_error
2040,clean_reinforce_snapshot,5050,0,51,0.026399,False,False,False,0.0,-0.00042203251809932513,-0.48703283360996724,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,52,0.026319,False,False,False,0.0,-0.0003972478686344019,-0.4872608021384091,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,53,0.02675,False,False,False,0.0,-0.00037405800787608924,-0.48749174367967135,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,54,0.026139,False,False,False,0.0,-0.00035239025806558003,-0.4877250487591376,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,55,0.026309,False,False,False,0.0,-0.0003321729520036424,-0.4879601645803418,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,56,0.026069,False,False,False,0.0,-0.0003133356310516597,-0.4881965898079333,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,57,0.026259,False,False,False,0.0,-0.0002958092206465762,-0.48843386984582515,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,58,0.026279,False,False,False,0.0,-0.00027952618355290437,-0.48867159256295295,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,59,0.026209,False,False,False,0.0,-0.00026442065153326714,-0.48890938442364906,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,60,0.026169,False,False,False,0.0,-0.00025042853644001575,-0.48914690698378127,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,61,0.026419,False,False,False,0.0,-0.00023748762193909111,-0.4893838537175494,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,62,0.026239,False,False,False,0.0,-0.00022553763720655916,-0.48961994714320944,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,63,0.026199,False,False,False,0.0,-0.00021452031400166603,-0.48985493621905635,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,64,0.02642,False,False,False,0.0,-0.0002043794285383699,-0.4900885939837544,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,65,0.027181,False,False,False,0.0,-0.0001950608295593777,-0.4903207154175997,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,66,0.028324,False,False,False,0.0,-0.00018651245397569182,-0.4905511155035562,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,67,0.02659,False,False,False,0.0,-0.0001786843313743256,-0.49077962746894255,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,68,0.02634,False,False,False,0.0,-0.000171528578626566,-0.49100610119048765,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,69,0.026269,False,False,False,0.0,-0.00016499938575277617,-0.49123040174713845,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,70,0.025999,False,False,False,0.0,-0.00015905299411704137,-0.4914524081065061,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,71,0.026399,False,False,False,0.0,-0.00015364766794517915,-0.49167201193219423,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,72,0.026209,False,False,False,0.0,-0.00014874366007782954,-0.4918891165004834,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,73,0.026289,False,False,False,0.0,-0.00014430317279273507,-0.4921036357159513,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,74,0.02622,False,False,False,0.0,-0.00014029031445507014,-0.4923154932166152,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,75,0.02667,False,False,False,0.0,-0.00013667105268394325,-0.4925246215600852,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,76,0.02631,False,False,False,0.0,-0.00013341316465626294,-0.49273096148303763,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,77,0.02655,False,False,False,0.0,-0.00013048618510716448,-0.4929344612270571,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,78,0.026319,False,False,False,0.0,-0.00012786135252802728,-0.4931350759245638,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,79,0.030287,False,False,False,0.0,-0.00012551155401034433,-0.493332767039148,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,80,0.026269,False,False,False,0.0,-0.0001234112691341778,-0.49352750185517713,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,81,0.02628,False,False,False,0.0,-0.0001215365132553942,-0.4937192530120358,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,82,0.026039,False,False,False,0.0,-0.00011986478050498001,-0.4939079980788054,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,83,0.02656,False,False,False,0.0,-0.00011837498677602855,-0.49409371916559097,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,84,0.039123,False,False,False,0.0,-0.00011704741294060365,-0.49427640256806726,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,85,0.02644,False,False,False,0.0,-0.00011586364850793028,-0.4944560384421472,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,86,0.026319,False,False,False,0.0,-0.00011480653590723603,-0.4946326205059687,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,87,0.02671,False,False,False,0.0,-0.00011386011555438752,-0.49480614576666837,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,88,0.026349,False,False,False,0.0,-0.0001130095718382068,-0.4949766142696522,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,89,0.02664,False,False,False,0.0,-0.00011224118014232034,-0.4951440288682915,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,90,0.02652,False,False,False,0.0,-0.00011154225500070143,-0.49530839501217044,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,91,0.02643,False,False,False,0.0,-0.00011090109946800676,-0.49546972055219407,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,92,0.026198,False,False,False,0.0,-0.00011030695577202965,-0.4956280155610216,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,93,0.025999,False,False,False,0.0,-0.00010974995730200006,-0.49578329216744244,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,94,0.02638,False,False,False,0.0,-0.00010922108197531597,-0.4959355644034383,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,95,0.025959,False,False,False,0.0,-0.0001087121070147327,-0.4960848480628004,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,96,0.02639,False,False,False,0.0,-0.00010821556515886858,-0.49623116057027333,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,97,0.02628,False,False,False,0.0,-0.00010772470232103033,-0.49637452086029693,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,98,0.026309,False,False,False,0.0,-0.00010723343670384364,-0.49651494926450723,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,99,0.02661,False,False,False,0.0,-0.00010673631937111316,-0.49661603287187844,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,0,0.051316,False,False,False,0.0,-0.09935662173684726,-0.36462154298710736,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,1,0.028533,False,False,False,0.0,-0.11241279178689073,-0.3658148833646664,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,2,0.027452,False,False,False,0.0,-0.29691599979648786,-0.20726144983868083,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,3,0.027051,False,False,False,0.0,-0.14574212520706079,-0.3705139200661268,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,4,0.02712,False,False,False,0.0,-0.1737758847453554,-0.33891469960920995,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,5,0.029325,False,False,False,0.0,-0.14367302007813354,-0.37547560686984427,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,6,0.027271,False,False,False,0.0,-0.14156193209852272,-0.37788907420076523,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,7,0.026951,False,False,False,0.0,-0.13124329849798574,-0.3802589330810041,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,8,0.02693,False,False,False,0.0,-0.12615315709435598,-0.38258408865076743,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,9,0.025668,False,False,False,0.0,-0.12058340653175267,-0.3848660299361655,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,10,0.02673,False,False,False,0.0,-0.11643118151905928,-0.3871050713639278,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,11,0.02659,False,False,False,0.0,-0.11271675899897968,-0.38930205262397377,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,12,0.02662,False,False,False,0.0,-0.10961858863318208,-0.39145757072529486,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,13,0.02679,False,False,False,0.0,-0.1069139608031373,-0.3935723281332797,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,14,0.02673,False,False,False,0.0,-0.10456254627902728,-0.39564697559045614,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,15,0.02682,False,False,False,0.0,-0.1024814643100009,-0.39768218312188297,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,16,0.02673,False,False,False,0.0,-0.10062301654125448,-0.3996786076057939,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,17,0.02658,False,False,False,0.0,-0.09894269418768988,-0.4016369069435014,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,18,0.029446,False,False,False,0.0,-0.09740713549393297,-0.4035577330534038,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,19,0.026619,False,False,False,0.0,-0.09598897243495812,-0.40544173437786857,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,20,0.02655,False,False,False,0.0,-0.09466645269563927,-0.40728955406459455,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,21,0.02662,False,False,False,0.0,-0.09342204503255955,-0.40910183010464907,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,22,0.026289,False,False,False,0.0,-0.09224158978410978,-0.4108791946064244,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,23,0.02653,False,False,False,0.0,-0.09111360482573777,-0.41262227349413527,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,24,0.026599,False,False,False,0.0,-0.09002870928311157,-0.4138970625145044,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,25,0.026821,False,False,False,0.0,-0.08897919731006015,-0.4141069398267029,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,26,0.02667,False,False,False,0.0,-0.0879586847305622,-0.4143496074932185,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,27,0.02657,False,False,False,0.0,-0.08696184290948931,-0.4146243988507518,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,28,0.02636,False,False,False,0.0,-0.08598418506278295,-0.4149305939040747,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,29,0.026009,False,False,False,0.0,-0.08502190272786765,-0.41526742735085265,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,30,0.026579,False,False,False,0.0,-0.08407173719166854,-0.4156340957938442,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,31,0.02652,False,False,False,0.0,-0.0831308805146538,-0.416029764217923,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,32,0.02654,False,False,False,0.0,-0.08219689855854277,-0.4164535718021938,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,33,0.02641,False,False,False,0.0,-0.08126767160773893,-0.416904637130815,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,34,0.02668,False,False,False,0.0,-0.08034134833168474,-0.4173820628601619,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,35,0.02686,False,False,False,0.0,-0.07941631010094503,-0.4178849398945135,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,36,0.02676,False,False,False,0.0,-0.07849114314539443,-0.41841235111751596,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,37,0.02658,False,False,False,0.0,-0.07756461667227771,-0.4189633747221988,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,38,0.02669,False,False,False,0.0,-0.07663566544673586,-0.4195370871782642,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,39,0.02669,False,False,False,0.0,-0.07570337569588971,-0.42013256587169534,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,40,0.02675,False,False,False,0.0,-0.07476697345654021,-0.42074889144839833,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,41,0.026831,False,False,False,0.0,-0.07382581470155632,-0.4213851498905757,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,42,0.027131,False,False,False,0.0,-0.07287937674354167,-0.42204043435179805,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,43,0.02663,False,False,False,0.0,-0.07192725054419787,-0.42271384677426493,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,44,0.02666,False,False,False,0.0,-0.07096913365742544,-0.4234044993095072,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,45,0.02655,False,False,False,0.0,-0.07000482361140266,-0.424111515561755,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,46,0.026459,False,False,False,0.0,-0.0690342115936144,-0.42483403167136014,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,47,0.02672,False,False,False,0.0,-0.06805727634731773,-0.42557119725400006,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,48,0.026851,False,False,False,0.0,-0.06707407822113526,-0.42632217620988994,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,49,0.025979,False,False,False,0.0,-0.06608475333790463,-0.42708614741586565,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,50,0.027031,False,False,False,0.0,-0.06508950786652062,-0.42786230531197394,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,51,0.026881,False,False,False,0.0,-0.06408861239285765,-0.42864986039309005,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,52,0.026539,False,False,False,0.0,-0.06308239639419616,-0.42944803961507805,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,53,0.02665,False,False,False,0.0,-0.06207124282686987,-0.43025608672409793,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,54,0.0267,False,False,False,0.0,-0.061055582839870344,-0.4310732625168391,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,55,0.02668,False,False,False,0.0,-0.06003589062850666,-0.4318988450387156,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,56,0.02652,False,False,False,0.0,-0.05901267844235763,-0.43273212972638525,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,57,0.029095,False,False,False,0.0,-0.057986491761084176,-0.4335724295003428,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,58,0.026489,False,False,False,0.0,-0.056957904650403846,-0.4344190748127905,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,59,0.02682,False,False,False,0.0,-0.05592751530894404,-0.4352714136554864,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,60,0.026309,False,False,False,0.0,-0.05489594181488495,-0.43612881153182415,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,61,0.02632,False,False,False,0.0,-0.053863818079444944,-0.4369906513969871,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,62,0.026249,False,False,False,0.0,-0.05283179001238565,-0.4378563335696542,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,63,0.02631,False,False,False,0.0,-0.05180051190292808,-0.4387252756183983,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,64,0.02631,False,False,False,0.0,-0.05077064301777746,-0.4395969122256198,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,65,0.026379,False,False,False,0.0,-0.049742844416395315,-0.44047069503158326,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,66,0.026209,False,False,False,0.0,-0.048717775982255566,-0.44134609246087925,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,67,0.026209,False,False,False,0.0,-0.04769609366755684,-0.44222258953341076,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,68,0.02644,False,False,False,0.0,-0.04667844694776491,-0.44309968766180147,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,69,0.026209,False,False,False,0.0,-0.04566547648140776,-0.44397690443694143,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,70,0.02644,False,False,False,0.0,-0.04465781196973006,-0.4448537734032198,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,71,0.026419,False,False,False,0.0,-0.043656070210143436,-0.4457298438248465,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,72,0.02662,False,False,False,0.0,-0.04266085333685182,-0.44660468044452784,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,73,0.025538,False,False,False,0.0,-0.04167274724159433,-0.4474778632356412,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,74,0.026269,False,False,False,0.0,-0.040692320167110524,-0.4483489871489411,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,75,0.026369,False,False,False,0.0,-0.03972012146568727,-0.44921766185473105,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,76,0.026019,False,False,False,0.0,-0.03875668051498505,-0.4500835114813438,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,77,0.02639,False,False,False,0.0,-0.03780250578324943,-0.45094617435069095,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,78,0.027992,False,False,False,0.0,-0.03685808403598581,-0.45180530271157,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,79,0.026409,False,False,False,0.0,-0.03592387967620352,-0.45266056247134706,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,80,0.026229,False,False,False,0.0,-0.03500033421040853,-0.4535116329265766,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,81,0.026189,False,False,False,0.0,-0.0340878658326388,-0.4543582064930602,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,82,0.02641,False,False,False,0.0,-0.033186869118985204,-0.455199988435801,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,83,0.026189,False,False,False,0.0,-0.03229771482521621,-0.45603669659926127,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,84,0.02636,False,False,False,0.0,-0.03142074978032508,-0.4568680611382925,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,85,0.026199,False,False,False,0.0,-0.0305562968690359,-0.4576938242500691,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,86,0.02634,False,False,False,0.0,-0.02970465509653782,-0.458513739907324,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,87,0.02653,False,False,False,0.0,-0.028866099728961078,-0.45932757359315235,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,88,0.026109,False,False,False,0.0,-0.028040882503359933,-0.4597766508425099,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,89,0.026469,False,False,False,0.0,-0.027229231901224928,-0.4601074022724857,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,90,0.0262,False,False,False,0.0,-0.026431353479808843,-0.4604479808098932,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,91,0.026089,False,False,False,0.0,-0.025647430255809966,-0.4607978690296512,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,92,0.026339,False,False,False,0.0,-0.024877623136219586,-0.46115656215536277,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,93,0.02661,False,False,False,0.0,-0.024122071391397194,-0.4615235679226022,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,94,0.02637,False,False,False,0.0,-0.023380893165695634,-0.4618984064365385,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,95,0.026169,False,False,False,0.0,-0.02265418602120568,-0.4622806100245668,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,96,0.02649,False,False,False,0.0,-0.021942027510439072,-0.462669723084556,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,97,0.02663,False,False,False,0.0,-0.021244475774007218,-0.4630653019292696,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,98,0.026109,False,False,False,0.0,-0.0205615701595873,-0.46346691462746253,False,False,0.0
2040,clean_reinforce_snapshot,5050,20,99,0.026219,False,False,False,0.0,-0.019893331858693283,-0.463874140842116,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,0,0.052088,False,False,False,0.0,-0.019118177521306585,-0.42293574581528914,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,1,0.027162,False,False,False,0.0,-0.02676453550037209,-0.4236787806041715,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,2,0.027251,False,False,False,0.0,-0.05446513020307978,-0.38478518470017004,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,3,0.02697,False,False,False,0.0,-0.03081430438715002,-0.42651380080004664,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,4,0.02673,False,False,False,0.0,-0.03459899620566773,-0.4279419485688676,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,5,0.027201,False,False,False,0.0,-0.029222848809008852,-0.4293456216076659,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,6,0.0267,False,False,False,0.0,-0.028334816197330075,-0.4307216332430369,False,False,0.0
2040,clean_reinforce_snapshot,5050,40,7,0.026219,False,False,False,0.0,-0.026110069881122494,-0.43207188840947375,False,False,0.0
