benchmark,rho,mechanism,kernel,kernel_low,kernel_high,kernel_width,current_kernel_width,cert_accepts,cert_rejects,learn_updates,learn_update_rate,uncertified_learning,uncertified_learning_rate,unsafe_certified,unsafe_certified_rate,stale_certified_policy,stale_certified_policy_rate,interventions,intervention_rate,final_theta,max_violation
one_dimensional,1.000000,nominal_action_filter,empty,,,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.200000,0.000000
one_dimensional,1.000000,robust_action_filter_update_ungated,empty,,,0.000000,0.000000,0,5,3,0.600000,3,0.600000,0,0.000000,0,0.000000,5,1.000000,0.200000,0.000000
one_dimensional,1.000000,always_freeze,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
one_dimensional,1.000000,lifecycle_gate_project,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.700000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.700000,nominal_action_filter,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.700000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.700000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.700000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.800000,ungated,"[-0.104,0.104]",-0.104000,0.104000,0.208000,0.208000,5,0,3,0.600000,0,0.000000,4,0.800000,4,0.800000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.800000,nominal_action_filter,"[-0.104,0.104]",-0.104000,0.104000,0.208000,0.208000,5,0,3,0.600000,0,0.000000,4,0.800000,4,0.800000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.800000,robust_action_filter_update_ungated,"[-0.104,0.104]",-0.104000,0.104000,0.208000,0.208000,5,0,3,0.600000,0,0.000000,0,0.000000,4,0.800000,4,0.800000,0.150000,0.000000
two_tank_linearized,0.800000,always_freeze,"[-0.104,0.104]",-0.104000,0.104000,0.208000,0.208000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.800000,lifecycle_gate_project,"[-0.104,0.104]",-0.104000,0.104000,0.208000,0.208000,5,0,2,0.400000,0,0.000000,0,0.000000,0,0.000000,4,0.800000,0.104000,0.000000
two_tank_linearized,0.850000,ungated,"[-0.048,0.048]",-0.048000,0.048000,0.096000,0.096000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.850000,nominal_action_filter,"[-0.048,0.048]",-0.048000,0.048000,0.096000,0.096000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.850000,robust_action_filter_update_ungated,"[-0.048,0.048]",-0.048000,0.048000,0.096000,0.096000,5,0,3,0.600000,0,0.000000,0,0.000000,5,1.000000,5,1.000000,0.150000,0.000000
two_tank_linearized,0.850000,always_freeze,"[-0.048,0.048]",-0.048000,0.048000,0.096000,0.096000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.850000,lifecycle_gate_project,"[-0.048,0.048]",-0.048000,0.048000,0.096000,0.096000,5,0,1,0.200000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,0.048000,0.000000
two_tank_linearized,0.892857,ungated,{0.000},0.000000,0.000000,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.892857,nominal_action_filter,{0.000},0.000000,0.000000,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.892857,robust_action_filter_update_ungated,{0.000},0.000000,0.000000,0.000000,0.000000,5,0,3,0.600000,0,0.000000,0,0.000000,5,1.000000,5,1.000000,0.150000,0.000000
two_tank_linearized,0.892857,always_freeze,{0.000},0.000000,0.000000,0.000000,0.000000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.892857,lifecycle_gate_project,{0.000},0.000000,0.000000,0.000000,0.000000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,0.000000,0.000000
two_tank_linearized,0.920000,ungated,empty,,,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.920000,nominal_action_filter,empty,,,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.150000,0.000000
two_tank_linearized,0.920000,robust_action_filter_update_ungated,empty,,,0.000000,0.000000,0,5,3,0.600000,3,0.600000,0,0.000000,0,0.000000,5,1.000000,0.150000,0.000000
two_tank_linearized,0.920000,always_freeze,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_linearized,0.920000,lifecycle_gate_project,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.100000,ungated,"[-0.180,0.180]",-0.180000,0.180000,0.360000,0.360000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.100000,nominal_action_filter,"[-0.180,0.180]",-0.180000,0.180000,0.360000,0.360000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.100000,robust_action_filter_update_ungated,"[-0.180,0.180]",-0.180000,0.180000,0.360000,0.360000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.100000,always_freeze,"[-0.180,0.180]",-0.180000,0.180000,0.360000,0.360000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.100000,lifecycle_gate_project,"[-0.180,0.180]",-0.180000,0.180000,0.360000,0.360000,5,0,3,0.600000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.200000,ungated,"[-0.180,0.071]",-0.180000,0.071491,0.251491,0.251491,5,0,3,0.600000,0,0.000000,4,0.800000,4,0.800000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.200000,nominal_action_filter,"[-0.180,0.071]",-0.180000,0.071491,0.251491,0.251491,5,0,3,0.600000,0,0.000000,4,0.800000,4,0.800000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.200000,robust_action_filter_update_ungated,"[-0.180,0.071]",-0.180000,0.071491,0.251491,0.251491,5,0,3,0.600000,0,0.000000,0,0.000000,4,0.800000,4,0.800000,0.180000,0.000000
two_tank_nonlinear,0.200000,always_freeze,"[-0.180,0.071]",-0.180000,0.071491,0.251491,0.251491,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.200000,lifecycle_gate_project,"[-0.180,0.071]",-0.180000,0.071491,0.251491,0.251491,5,0,2,0.400000,0,0.000000,0,0.000000,0,0.000000,4,0.800000,0.071491,0.000000
two_tank_nonlinear,0.300000,ungated,"[-0.180,-0.051]",-0.180000,-0.050943,0.129057,0.129057,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.300000,nominal_action_filter,"[-0.180,-0.051]",-0.180000,-0.050943,0.129057,0.129057,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.300000,robust_action_filter_update_ungated,"[-0.180,-0.051]",-0.180000,-0.050943,0.129057,0.129057,5,0,3,0.600000,0,0.000000,0,0.000000,5,1.000000,5,1.000000,0.180000,0.000000
two_tank_nonlinear,0.300000,always_freeze,"[-0.180,-0.051]",-0.180000,-0.050943,0.129057,0.129057,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.300000,lifecycle_gate_project,"[-0.180,-0.051]",-0.180000,-0.050943,0.129057,0.129057,5,0,1,0.200000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,-0.050943,0.000000
two_tank_nonlinear,0.400000,ungated,"[-0.159,-0.130]",-0.159212,-0.130000,0.029212,0.029212,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.400000,nominal_action_filter,"[-0.159,-0.130]",-0.159212,-0.130000,0.029212,0.029212,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.400000,robust_action_filter_update_ungated,"[-0.159,-0.130]",-0.159212,-0.130000,0.029212,0.029212,5,0,3,0.600000,0,0.000000,0,0.000000,5,1.000000,5,1.000000,0.180000,0.000000
two_tank_nonlinear,0.400000,always_freeze,"[-0.159,-0.130]",-0.159212,-0.130000,0.029212,0.029212,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.400000,lifecycle_gate_project,"[-0.159,-0.130]",-0.159212,-0.130000,0.029212,0.029212,5,0,1,0.200000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,-0.130000,0.000000
two_tank_nonlinear,0.450000,ungated,empty,,,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.450000,nominal_action_filter,empty,,,0.000000,0.000000,5,0,3,0.600000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,0.180000,0.000000
two_tank_nonlinear,0.450000,robust_action_filter_update_ungated,empty,,,0.000000,0.000000,0,5,3,0.600000,3,0.600000,0,0.000000,0,0.000000,5,1.000000,0.180000,0.000000
two_tank_nonlinear,0.450000,always_freeze,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
two_tank_nonlinear,0.450000,lifecycle_gate_project,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.000000
parameter_linear_policy,0.100000,ungated,"[-0.800,0.800]",-0.800000,0.800000,1.080000,1.600000,5,0,5,1.000000,0,0.000000,0,0.000000,3,0.600000,0,0.000000,"(1.050000,0.500000)",0.745000
parameter_linear_policy,0.100000,robust_action_filter_update_ungated,"[-0.800,0.800]",-0.800000,0.800000,1.080000,1.600000,5,0,5,1.000000,0,0.000000,0,0.000000,3,0.600000,0,0.000000,"(1.050000,0.500000)",0.745000
parameter_linear_policy,0.100000,always_freeze,"[-0.800,0.800]",-0.800000,0.800000,1.080000,1.600000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",0.000000
parameter_linear_policy,0.100000,lifecycle_gate_project,"[-0.800,0.800]",-0.800000,0.800000,1.080000,1.600000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,3,0.600000,"(0.560000,-0.000000)",0.000000
parameter_linear_policy,0.300000,ungated,"[-0.640,0.640]",-0.640000,0.640000,0.840000,1.280000,5,0,5,1.000000,0,0.000000,0,0.000000,4,0.800000,0,0.000000,"(1.050000,0.500000)",0.985000
parameter_linear_policy,0.300000,robust_action_filter_update_ungated,"[-0.640,0.640]",-0.640000,0.640000,0.840000,1.280000,5,0,5,1.000000,0,0.000000,0,0.000000,4,0.800000,0,0.000000,"(1.050000,0.500000)",0.985000
parameter_linear_policy,0.300000,always_freeze,"[-0.640,0.640]",-0.640000,0.640000,0.840000,1.280000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",0.000000
parameter_linear_policy,0.300000,lifecycle_gate_project,"[-0.640,0.640]",-0.640000,0.640000,0.840000,1.280000,5,0,4,0.800000,0,0.000000,0,0.000000,0,0.000000,4,0.800000,"(0.080000,-0.000000)",0.000000
parameter_linear_policy,0.500000,ungated,"[-0.400,0.400]",-0.400000,0.400000,0.600000,0.800000,5,0,5,1.000000,0,0.000000,1,0.200000,4,0.800000,0,0.000000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.500000,robust_action_filter_update_ungated,"[-0.400,0.400]",-0.400000,0.400000,0.600000,0.800000,5,0,5,1.000000,0,0.000000,0,0.000000,4,0.800000,1,0.200000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.500000,always_freeze,"[-0.400,0.400]",-0.400000,0.400000,0.600000,0.800000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",0.000000
parameter_linear_policy,0.500000,lifecycle_gate_project,"[-0.400,0.400]",-0.400000,0.400000,0.600000,0.800000,5,0,2,0.400000,0,0.000000,0,0.000000,0,0.000000,4,0.800000,"(-0.400000,-0.000000)",0.000000
parameter_linear_policy,0.700000,ungated,"[-0.160,0.160]",-0.160000,0.160000,0.320000,0.320000,5,0,5,1.000000,0,0.000000,4,0.800000,5,1.000000,0,0.000000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.700000,robust_action_filter_update_ungated,"[-0.160,0.160]",-0.160000,0.160000,0.320000,0.320000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,4,0.800000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.700000,always_freeze,"[-0.160,0.160]",-0.160000,0.160000,0.320000,0.320000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",0.000000
parameter_linear_policy,0.700000,lifecycle_gate_project,"[-0.160,0.160]",-0.160000,0.160000,0.320000,0.320000,5,0,2,0.400000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(-0.560000,-0.000000)",0.000000
parameter_linear_policy,0.800000,ungated,"[-0.040,0.040]",-0.040000,0.040000,0.080000,0.080000,5,0,5,1.000000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.800000,robust_action_filter_update_ungated,"[-0.040,0.040]",-0.040000,0.040000,0.080000,0.080000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,5,1.000000,"(1.050000,0.500000)",1.225000
parameter_linear_policy,0.800000,always_freeze,"[-0.040,0.040]",-0.040000,0.040000,0.080000,0.080000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",0.000000
parameter_linear_policy,0.800000,lifecycle_gate_project,"[-0.040,0.040]",-0.040000,0.040000,0.080000,0.080000,5,0,1,0.200000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(-0.800000,-0.000000)",0.000000
parameter_linear_policy,0.850000,ungated,empty,,,0.000000,0.000000,5,0,5,1.000000,0,0.000000,5,1.000000,5,1.000000,0,0.000000,"(1.050000,0.500000)",inf
parameter_linear_policy,0.850000,robust_action_filter_update_ungated,empty,,,0.000000,0.000000,0,5,5,1.000000,5,1.000000,0,0.000000,0,0.000000,5,1.000000,"(1.050000,0.500000)",inf
parameter_linear_policy,0.850000,always_freeze,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",inf
parameter_linear_policy,0.850000,lifecycle_gate_project,empty,,,0.000000,0.000000,0,5,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(-1.200000,0.000000)",inf
parameter_matrix_policy,0.050000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.050000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.050000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(0.000000,0.000000,0.000000)",0.000000
parameter_matrix_policy,0.050000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(0.335791,0.092781,-0.000000)",0.000000
parameter_matrix_policy,0.200000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.200000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.200000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(0.000000,0.000000,0.000000)",0.000000
parameter_matrix_policy,0.200000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(0.335791,0.092781,-0.000000)",0.000000
parameter_matrix_policy,0.350000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.350000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.875000
parameter_matrix_policy,0.350000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(0.000000,0.000000,0.000000)",0.000000
parameter_matrix_policy,0.350000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.300000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(0.335791,0.092781,-0.000000)",0.000000
parameter_matrix_policy,0.450000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.254000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.921000
parameter_matrix_policy,0.450000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.254000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.921000
parameter_matrix_policy,0.450000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.254000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(0.000000,0.000000,0.000000)",0.000000
parameter_matrix_policy,0.450000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.254000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(0.238635,0.058508,-0.000000)",0.000000
parameter_matrix_policy,0.500000,ungated,"[-0.150,0.150]",-0.150000,0.150000,0.198000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.977000
parameter_matrix_policy,0.500000,robust_action_filter_update_ungated,"[-0.150,0.150]",-0.150000,0.150000,0.198000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,5,1.000000,0,0.000000,"(1.400000,1.100000,0.150000)",0.977000
parameter_matrix_policy,0.500000,always_freeze,"[-0.150,0.150]",-0.150000,0.150000,0.198000,0.300000,5,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,"(0.000000,0.000000,0.000000)",0.000000
parameter_matrix_policy,0.500000,lifecycle_gate_project,"[-0.150,0.150]",-0.150000,0.150000,0.198000,0.300000,5,0,5,1.000000,0,0.000000,0,0.000000,0,0.000000,5,1.000000,"(0.085430,0.051713,-0.000000)",0.000000
